casinoCode,departingAt,arrivingAt,departingAirport
TAH,3/16/2022,3/21/2022,BWI
TAH,3/16/2022,3/21/2022,PIT
TAH,3/16/2022,3/21/2022,RDU
TAH,3/16/2022,3/21/2022,STL
TAH,3/16/2022,3/21/2022,TPA
TAH,3/17/2022,3/22/2022,BNA
TAH,3/17/2022,3/22/2022,DTW
TAH,3/17/2022,3/20/2022,LAS
TAH,3/17/2022,3/22/2022,ORD
TAH,3/18/2022,3/22/2022,DFW
TAH,3/18/2022,3/22/2022,IAH
TAH,3/18/2022,3/20/2022,LAX
TAH,3/18/2022,3/20/2022,OAK
TAH,3/18/2022,3/21/2022,SAN
TAH,3/18/2022,3/20/2022,SJC
TAH,3/20/2022,3/24/2022,AUS
TAH,3/20/2022,3/25/2022,JFK
TAH,3/21/2022,3/26/2022,SDF
TAH,3/22/2022,3/27/2022,MCO
TAH,3/22/2022,3/24/2022,SEA
TAH,3/23/2022,3/28/2022,CLT
TAH,3/23/2022,3/28/2022,EWR
TAH,3/24/2022,3/29/2022,ATL
TAH,3/24/2022,3/27/2022,LAX
TAH,3/25/2022,3/28/2022,DEN
TAH,3/25/2022,3/27/2022,LAS
TAH,3/25/2022,3/27/2022,OAK
TAH,3/25/2022,3/29/2022,OMA
TAH,3/25/2022,3/27/2022,PHX
TAH,3/25/2022,3/27/2022,SAN
TAH,3/25/2022,3/27/2022,SJC
TAH,3/27/2022,4/1/2022,BWI
TAH,3/27/2022,4/1/2022,MCI
TAH,3/27/2022,4/1/2022,ORD
TAH,2/8/2022,2/12/2022,MSY
TAH,2/10/2022,2/14/2022,CLE
TAH,2/13/2022,2/17/2022,DSM
TAH,2/13/2022,2/17/2022,FSD
TAH,2/18/2022,2/22/2022,MEM
TAH,2/21/2022,2/25/2022,AMA
TAH,2/21/2022,2/25/2022,ABQ
TAH,2/24/2022,2/28/2022,CLT
TAH,3/1/2022,3/5/2022,MSP
TAH,3/4/2022,3/8/2022,JAX
TAH,3/4/2022,3/8/2022,ICT
TAH,3/5/2022,3/9/2022,LGB
TAH,3/7/2022,3/11/2022,SDF
TAH,3/11/2022,3/15/2022,DAY
TAH,3/11/2022,3/15/2022,SAT
TAH,3/19/2022,3/23/2022,GRR
TAH,3/22/2022,3/26/2022,CHA
TAH,3/22/2022,3/26/2022,OKC
TAH,3/25/2022,3/29/2022,FAR
TAH,3/29/2022,4/2/2022,MSP
TAH,4/1/2022,4/5/2022,CRP
TAH,4/4/2022,4/8/2022,MDW
TAH,4/7/2022,4/11/2022,BMI
TAH,4/7/2022,4/11/2022,GCK
TAH,4/10/2022,4/14/2022,MBS
TAH,4/10/2022,4/14/2022,OKC
TAH,4/13/2022,4/17/2022,OMA
TAH,4/16/2022,4/20/2022,BTR
TAH,4/16/2022,4/20/2022,GGG
TAH,4/19/2022,4/23/2022,CAE
TAC,3/29/2022,4/1/2022,GSP
TAC,3/29/2022,4/1/2022,TRI
TAC,3/30/2022,4/2/2022,PWM
TAC,3/30/2022,4/2/2022,MHT
TAC,4/1/2022,4/4/2022,RDU
TAC,4/2/2022,4/5/2022,LBE
TAC,4/3/2022,4/6/2022,CVG
TAC,4/3/2022,4/6/2022,DAY
TAC,4/6/2022,4/9/2022,BUF
TAC,4/7/2022,4/10/2022,CLT
TAC,4/9/2022,4/12/2022,PIT
TAC,4/9/2022,4/12/2022,DTW
TAC,4/11/2022,4/14/2022,PBI
TAC,4/15/2022,4/18/2022,FAY
TAC,4/15/2022,4/18/2022,ILM
TAC,4/18/2022,4/21/2022,SFB
TAC,4/21/2022,4/24/2022,HOU
TAC,4/21/2022,4/24/2022,DFW
TAC,4/22/2022,4/25/2022,MDW
TAC,4/22/2022,4/25/2022,IND
TAC,4/23/2022,4/26/2022,FLL
TAC,4/25/2022,4/28/2022,BOS
UTU,2/18/2022,2/22/2022,SPI
UTU,4/7/2022,4/10/2022,CMH
